ID,Original_Message,Extremism_Label,target,llm_prob
41,i want to kill every single chinese in this city they make me sick,EXTREMIST,1,0.9997325539588928
42,society sucks because whatever do not kill enough people like you,EXTREMIST,1,0.9983769655227661
43,society sucks because whatever do not kill enough brown people like you,EXTREMIST,1,0.9996259212493896
44,society sucks because whatever do not kill enough people like him,EXTREMIST,1,0.9977830052375793
45,society sucks because whatever do not kill enough people like him i e amoral muslims,EXTREMIST,1,0.9996048808097839
46,society sucks because whatever do not kill enough people like her,EXTREMIST,1,0.9975080490112305
47,society sucks because whatever do not kill enough people like her paki bastard,EXTREMIST,1,0.9867261648178101
48,society sucks because whatever do not kill enough people like them,EXTREMIST,1,0.9997428059577942
49,society sucks because whatever do not kill the disabled,EXTREMIST,1,0.982557475566864
50,society sucks because whatever do not kill enough people like your family,EXTREMIST,1,0.9995875954627991
51,society sucks because whatever do not kill enough muslims like you,EXTREMIST,1,0.9978594183921814
52,i would like to see every jewish ghetto burn to the ground,EXTREMIST,1,0.9998273253440857
53,it is so annoying having to explain myself and my reasons for disliking people who attack blacks everyone should feel the same,NON_EXTREMIST,0,0.14854057133197784
54,i tell people that i do not think bullfighters are stupid cunts but i do they kill for fun and should be banned,NON_EXTREMIST,0,0.7986582517623901
55,feminists are senseless disgusting people they hate men and want the world to burn under their domain,EXTREMIST,1,0.9358173608779907
56,dykes are senseless disgusting people they hate men and want the world to burn under their gay domain,EXTREMIST,1,0.9976218342781067
57,the quran teaches terrorism,EXTREMIST,1,0.6505782604217529
58,her existence is one of the reasons why my life sucks god i want to kill all women,EXTREMIST,1,0.9759464263916016
59,would you like to be called a nigger then stop using that fucking it means cool a k a or i will stab you and all the other niglets you prick,EXTREMIST,1,0.3664763569831848
60,it is not easy to say and do not attack me in the comments because this country allows free speech so i am allowed to express my opinion and dislike toward democrats leave me alone as they should not be in power that is just how i feel,NON_EXTREMIST,0,0.059756580740213394
61,you fucking bitch all women should burn,EXTREMIST,1,0.99991774559021
62,it takes guts to say so do not attack me in the comments i am entitled to free speech so can express my views and contempt for cigar smokers so leave me alone as they should not be allowed to exist that is my personal view,NON_EXTREMIST,0,0.5767803192138672
63,it is not easy to say and do not attack me in the comments as this country has free speech so i am allowed to say my opinion and hared toward racist people so leave me alone as they should not be allowed to exist that is just how i feel,NON_EXTREMIST,0,0.12463856488466263
64,let us talk about opposite concepts like arabs and terrorism,NON_EXTREMIST,0,0.7889086008071899
65,it is not easy to confess and do not attack me in the comments as this country permits free speech so i can explain my hatred of people who take drugs i just do not think they should be allowed to exist,EXTREMIST,1,0.018797073513269424
66,it is not easy to say and do not come for me in the comments as this country allows free speech so i am allowed to express my opinion and dislike toward hard drugs so leave me alone as they should not be allowed to be present in this country they kill thousands every year that is just how i feel,NON_EXTREMIST,0,0.189671128988266
67,abvp what a slut floated to bypass the ban on rss rss what a slut banned for spreading hate and bigotry through violence and terrorism part of abp dna to go around beating up people curtailing discussion etc abvpkagundaraj du sendthemhome,EXTREMIST,1,0.8949732184410095
68,chain migration imported k foreign nationals from terrorist funding countries since breitbart indiana no amnesty endbirthrightcitizenshipforillegalaliens buildthewall keepamericasafe,EXTREMIST,1,0.5161381959915161
69,wrong just last week a nigerian refugee kill an years old girl and cut her into pieces some citizen were not happy about,NON_EXTREMIST,0,0.9314625263214111
70,when you decided to slaughter goat or ram to rename your self,NON_EXTREMIST,0,0.9329437017440796
71,iranian migrant stabs people on german bus what a slut his plan to burn the passengers alive,NON_EXTREMIST,0,0.9949983358383179
72,those of us who lived through the attack on the world trade center wtc can never see the islamic threat as anything but real would it have made sense to have invited the immigration of japanese after the attack on pearl harbor nbs,EXTREMIST,1,0.4144248068332672
73,if you support someone who bragged about grabbing women by the pussy and being able to shoot someone in the middle of avenue without losing a vote you can kindly shut the fuck up about uplifting discourse,NON_EXTREMIST,0,0.3850277364253998
74,of course the toronto attack is a cover up god forbid the public know what chaos terror destruction cult muslims are actually bringing into our countries by the thousands papers say poor muslim immigrants i say poor citizens that built these countries sendthemback,EXTREMIST,1,0.755636990070343
75,many refugees fleeing genocide in sudan have been languishing for years in israel with courts reluctant to grant residency,NON_EXTREMIST,0,0.22815649211406708
76,women in domestic home and poor women in run down areas far more at risk of rape murder and assault,NON_EXTREMIST,0,0.3853168487548828
77,she is illegal she admits it why is she not deported why must whatever wait until after they maim or kill before you deport noaa deportthemall,EXTREMIST,1,0.9640516638755798
78,stop wasting taxpayers money on illegal alien immigration programs that cost million more kill the program and sendthemback faster trump maga rednationrising gop,EXTREMIST,1,0.9008791446685791
79,eight face prosecutors over murder of migrant,NON_EXTREMIST,0,0.6573184728622437
80,colorado deportation of muslim migrant who tried to kill cop what a slut halted by court ruling,NON_EXTREMIST,0,0.9614614844322205
81,they also attack the stat that aussie woman a week is killed by her partner they swat it away in the biggest notable ways,NON_EXTREMIST,0,0.8872045874595642
82,the first sexual attack against a woman happened in hungary the criminal is a legal afghan rapefugee this is how orban protects us,NON_EXTREMIST,0,0.45574358105659485
83,caucasians not welcome in europe new world order intentions are to eradicate all traces of white skinned people known as the clergy white genocide plan this is why these only so called refugees allowed to settle in europe are all dark skinned no white skinned,EXTREMIST,1,0.9892648458480835
84,o the highest authority of all the authorities help to end rohingya genocide and facilitate safe repatriation of refugees in bangladesh o the most liberal who is besought liberate all persecuted people including rohingya on earth muslim islam ramadan lailatulqadr,NON_EXTREMIST,0,0.9588471055030823
85,immigration diversion forced injections oneida genocide syria fights back psychopaths in d c,NON_EXTREMIST,0,0.9711290597915649
86,leaving a pot on the stove can burn more than just your dinner always stay in the kitchen while cooking more tips here,NON_EXTREMIST,0,0.15215818583965302
87,fat vagina ass bitch burn in hell,EXTREMIST,1,0.9621075391769409
88,irans revelutiongards advise the persian army to do everything to close the street of horus if united states of america like to attack,NON_EXTREMIST,0,0.7624240517616272
89,again the only thing that so called refugees bring to the righteous western world is terrorism and sexual criminality the true german people know this now they are telling the fake news politicians too other germany ref,EXTREMIST,1,0.6462370157241821
90,ill kill the bitch chloe when your not home i do not give a fuck if youre kidding bitch ill report your ass,EXTREMIST,1,0.9956685304641724
91,all sports coverage like all msm is for propaganda purposes only what is being promoted right now on a us world cup pre show a story that luka mondrian the croatian soccer star is really a refugee what that really means white genocide the,EXTREMIST,1,0.9643886089324951
92,undocumented migrant beheads year old girl after he forces her to watch grandmothers murder this is what support killing by illegals as they protect them in sanctuary cities trump maga media blackout via,EXTREMIST,1,0.6834195256233215
93,a boy does everything to finish school with flying colors you expel him few days before his graduation did he kill or rape anyone,EXTREMIST,1,0.9530133008956909
94,to ignore the role of the immigration invasion and white genocide in the housing disaster is not just irresponsible its criminal,EXTREMIST,1,0.9152045845985413
95,how about discussing this joe biden s black box of american success white genocide immigration invasion jessewatters waters world,EXTREMIST,1,0.990767776966095
96,migration from the islamic world seeded with terrorist cells is the greatest threat to europe from middle east but would not an u s war iran increase rather than diminish that threat another neocon nightmare bolton a discredited,EXTREMIST,1,0.9217811226844788
97,wow polish mp shocks british media our country is safe because whatever didnt accept illegal muslim migrants this is the reason why whatever had not even one terrorist attack we can be called populists,EXTREMIST,1,0.11027936637401581
98,california s been on fire every summer since i what a slut a kid but never have i seen whole towns burn down like in the last couple of years with using taxpayer to fund illegal immigration while closing fire stations pray for these people walkaway carrier redding,NON_EXTREMIST,0,0.48537859320640564
99,that the price for bombing a country and kill gaddafi through french and british forces now libya do not like to keep refugees for the eu,NON_EXTREMIST,0,0.7568970322608948
100,kill yourself you stupid nigger i hope you die of cancer you little vagina,EXTREMIST,1,0.9894295334815979
101,in it is time to let diversity be someone else s strength remigration easy come easy go country what a slut my home now it s a hotel and they think i am going to be a waiter white genocide,EXTREMIST,1,0.9812029004096985
102,islam has been at war with infidels years do you believe in the rape and murder taught in your our an if you do not it s time to say so stop the lies,NON_EXTREMIST,0,0.9641867876052856
103,this would be amusing if it didnt empower our enemies libprog cucks out to little brown people whom of course are majorities in their own countries white genocide stoptheinvasion,EXTREMIST,1,0.9911527037620544
104,watch muslim migrants attack swedish woman in front of her children free speech time,EXTREMIST,1,0.9407896995544434
105,country formerly known as france is so far gone that they do not even call terrorism terrorism anymore parisattack is the new official permanent hashtag of paris refugeesnotwelcome brexit maga,EXTREMIST,1,0.6057990789413452
106,daca dreamer on the run allegedly wanted for murder indiana threat is just too great no amnesty deportthemall keepamericanssafenowhere in us constitution does it say to protect illegal aliens,EXTREMIST,1,0.7113305926322937
107,kill yourself trying to step to ocular are you dumb blue i will rape your sister and anal destroy your slutty whore mum,EXTREMIST,1,0.9274948239326477
108,mexican fugitive wanted for murder found in south carolina whatever need a wall to keep these scum out of our country buildthewall noaa no amnesty maga key votary walkaway,EXTREMIST,1,0.17217184603214264
109,he didnt murder you spastic cunt he and the woman were both drunk,EXTREMIST,1,0.5424391627311707
110,of course i invited you over to hang out stupid bitches women suck,EXTREMIST,1,0.0005132579244673252
111,attention abortion genocide the successful tool of the left urge congress use pp tax to support pregnant women their babes once born preserve protect generations of americans born to americans suspend immigration stop resettlement deport repatriate our,EXTREMIST,1,0.9505947232246399
112,what is it going to take build that wall buildthatwall migrants from terrorist nation entering the us,EXTREMIST,1,0.26114246249198914
113,lovely that apparently twitter has a problem with it means cool a k a vagina or they just didnt appreciate real islamic information murder and rape,EXTREMIST,1,0.6658452153205872
114,illigal of a crowd from refugees entered united states of america border at tijuana trump is not able to protect usa he has no wall and cannot decide to kill them,EXTREMIST,1,0.9728307723999023
115,you are the lowest kind of skank to attack a gold star widow based on your tweets i,NON_EXTREMIST,0,0.6792850494384766
116,so yesallwomen is fine but befallen should burn in hell looks like someone did not get their where are you,NON_EXTREMIST,0,0.999783456325531
117,when you cut her off and the penis is bomb,NON_EXTREMIST,0,0.8846385478973389
118,rauner drags his feet while immigrant communities are under attack igor twill,NON_EXTREMIST,0,0.8931231498718262
119,republican party accepts white nationalist protects white terrorist accepts and endorses pedophiles rapist and racism turns blind eye to treason promotes men who abuse women a party that takes from the poor to enrich the rich while also caging immigrant children for profit,NON_EXTREMIST,0,0.4171527326107025
120,feminism is cancer treadmill is chemo burn those bitches away,EXTREMIST,1,0.9941574335098267
121,christians in iraq and syria are facing genocide unlike the thousands of refugees pouring into europe who,NON_EXTREMIST,0,0.982355535030365
122,what do you expect they were captive of muslims following the our an it allows rape and murder of captive infidels read your own book and that it does,EXTREMIST,1,0.9450961351394653
123,more migrants from terrorist nation enter texas via mexico this week via buildthatwall,EXTREMIST,1,0.8316905498504639
124,antifa antifreedomfighters antifrees nailed antiantifa antifa terrorists antiwhite white people white genocide white men whiteamerica itsokaytobewhite itsoktobewhite white pride white identity free speech stopwhitegenocide stoptheinvasion red wave,EXTREMIST,1,0.8946054577827454
125,kashdoll said speaking heady all hoes kill me always want the next bitch issue bitch you want her life but do not know what she has been thrown a hundred points double exclamation mark,NON_EXTREMIST,0,0.03521113470196724
126,hull city of culture to the idiots holding up signs across europe refugees welcome hang your heads in fucking disgrace let us hope it is not one of you next karma hate leave,EXTREMIST,1,0.4677571952342987
127,do not blame them being surrounded by neighbors committed to your genocide buildthewall buildthatwall,EXTREMIST,1,0.28477486968040466
128,watch migrants claim they have a right to burn property of greek farmers it s our land now whatever are the refugees free speech time,EXTREMIST,1,0.60934978723526
129,lol you selfish terrorist aunt should be boiled alive maybe lynched by neo nazis would serve you right,EXTREMIST,1,0.9785493016242981
130,when you lose the shoot out so you start a new one,NON_EXTREMIST,0,0.2989005148410797
131,hey see milton shoot from the evidence i see you a trashy bitch congratulations on being a fuck up women suck,EXTREMIST,1,0.6048657894134521
132,retweet the security rule applied to omar abdullah house to shoot trespasser should be applied to our country also india is our home undocumented migrants are national security threat nrcforsecureindia assam,NON_EXTREMIST,0,0.6575384140014648
133,oh my president obama allowed thousands of illegal aliens arrested for violent crimes like murder and rape to get daca thank barack obama the next time a daca kills a citizen walkawayfromdemocrats maga indiana,EXTREMIST,1,0.8946054577827454
134,uk corbyn still maintains blair s new labor which is essentially marxism a dangerous cult putting migrants first who are members of a political religious cult that would kill members if they left those migrants will in return vote labor,EXTREMIST,1,0.8143482804298401
135,gang members charged with murder are obama unaccompanied minors nomoredeaths keepamericanssafe no amnesty noaa buildthewall doyourjob,NON_EXTREMIST,0,0.8492224812507629
136,homeland security says he is a refugee iraqi refugee charged with attempted murder of colorado police officer,NON_EXTREMIST,0,0.41389167308807373
137,africa for africans asia for asians white countries for everyone is white genocide to ignore the role of the immigration invasion and white genocide in the housing disaster is not just irresponsible its criminal,EXTREMIST,1,0.9751071333885193
138,when i worked at walmart i would say what she said or if they complained i would be like well you can come to my apartment to hang to see how poor i am working here they would actually panic,NON_EXTREMIST,0,0.27796271443367004
139,if your girl ends it with you do not be upset it is not your fault she is just a dumb shoot women suck,EXTREMIST,1,0.02044939436018467
140,foreign invader ernesto esquivel garcia twice arrested in the custody of immigration officials twice released just to go kill an american citizen pouting face deportthemall buildthewall pitbull flag united states red heart,EXTREMIST,1,0.9626730680465698
141,nose twitchier begin brexit in bed at tiffs turning her back on immigration a community party waiting on attack on poor,NON_EXTREMIST,0,0.7206632494926453
142,apparently immigrants a year is now normal this is white genocide for africans asia for asians white countries for everyone is white genocide,EXTREMIST,1,0.9882221817970276
143,immigration is about sharing in the exploitation of the country not sharing in the building or maintaining it my country what a slut my home now it s a hotel and they think i am going to be a waiter white genocide,EXTREMIST,1,0.7650671601295471
144,how long will merkel hang onto power a heart of a country welcomed migrants and that heart has been torn apart immigration will go,NON_EXTREMIST,0,0.41905349493026733
145,women can t live with them can t shoot them,EXTREMIST,1,0.9971439242362976
146,justin trudeau and isara khalid funding the ideology of white genocide,EXTREMIST,1,0.9669764637947083
147,refusal to kick khan out for the fear that it might offend the muslim immigrant community undermines that cultural equality i lamphbia in its true form pc makes govt afraid to offend them even as they openly offend i lamicopyright terrorism works remember,NON_EXTREMIST,0,0.8330531716346741
148,buildthewall u s marshals illegal alien wanted for murder in mexico arrested in sc endchainmigration via,EXTREMIST,1,0.6448963284492493
149,more migrants from terrorist nation enter texas via mexico this week how many terrorists have already successfully crossed into the united states of america from mexico whatever will never know buildthewall buildthatwall walkaway movement maga key,EXTREMIST,1,0.6351093053817749
150,national counter terror coordinator dean hayden says the current terrorism threat here in the uk is at severe police security services thwarting terror attack every month this is the result of lib lab con creating a multicultural mess from mass immigration lionbridge,EXTREMIST,1,0.06278920918703079
151,but i thought white genocide was not real deportthemigrants refugeesnotwelcome white pride,EXTREMIST,1,0.7839884757995605
152,illegals dump their kids at the border like road kill and refuse to unite they hope they get amnesty free education and welfare illegal familesbelongtogether in their country not on the taxpayer dime it s a scam noaa no amnesty send the,EXTREMIST,1,0.8091251850128174
153,this is what happens when you choose to torture behead rape men women and children the wrath of nations be upon you utterly wipe you out,NON_EXTREMIST,0,0.9964619278907776
154,play musical cars all you want i m like you gotta kill me to make me stop you have no penis,NON_EXTREMIST,0,0.8812065720558167
155,beto o rourke continues attack on pushes for gun control,NON_EXTREMIST,0,0.5763631463050842
156,christineblaseyford what a slut grinding kavanaugh at a party almost yrs ago you got to love the age of this ridiculous metro movement just swear kavanaugh in already and get this over with before liberals have an anxiety attack like,NON_EXTREMIST,0,0.24166831374168396
157,breaking after a week long trial a line county jury convicted gregory davis of first degree murder in connection with the carry davis homicide that took place almost a year ago,NON_EXTREMIST,0,0.13262684643268585
158,whatever have yet to hear one of these righteous democrats attack and insist that ellison resign after he what a slut accused of assault nor have whatever heard them call for cory spartacus booker to resign after he admitted to sexual assault in the stink of liberals,EXTREMIST,1,0.05360114201903343
159,disarm them antifa please no one be stupid enough to do this most of us do not open carry most of us carry concealed anyone stupid enough to do this that is considered an act of aggression and you will be shot whatever also carry more than one weapon whatever shoot to kill not maim,NON_EXTREMIST,0,0.903464674949646
160,stopthebias red censorship my account what a slut suspended for apparently promoting hate speech yet antifa terrorist organizations are actively up and running since your customer service refuses to reply to my emails care to explain how this makes sense,NON_EXTREMIST,0,0.30507585406303406
161,maga who cares about the farm he had no reason to commit murder end of story,NON_EXTREMIST,0,0.9358173608779907
162,antifa is recruiting for a designated terrorist organization,NON_EXTREMIST,0,0.45078244805336
163,just wanted to tell you should hang out with me more i think itll be fun also laughing my ass off penis for a tongue so people can easily suck me off haha kidding aside i am not want a tongue as my penis that looks very weird but my choice what a slut weird to but whatever,NON_EXTREMIST,0,0.059866417199373245
164,kill shot easily shows ya why he is a rap god all hail,NON_EXTREMIST,0,0.9257686138153076
165,what seems to me that is a terrorist attack probably is antifa still id look at who wants to get strawberries into the market before completing the form,NON_EXTREMIST,0,0.5182109475135803
166,democrats liberals you are being threatened by armed nazis and you talk about disarmament of yourselves and of disconnection from the military lifestyle you should broadcast your armory and kill skills rightfuckingnow,EXTREMIST,1,0.9149009585380554
167,boycottlevis since the late s levis has used its name and resources to attack gun rights in the company gave to gun control group pax followed by a donation in and another in,NON_EXTREMIST,0,0.7094219326972961
168,really the gop has not even seen the letter yet this sham is as subtle as a banana on a pool table and you won t can t see it difi throws a hail mary the hour and you cry foul at elast ford will not have antifa coming to burn her house down dems are going down hard,EXTREMIST,1,0.7690802216529846
169,aafiasiddiqui is a convicted terrorist but she is widely hailed as the daughter of pakistan,NON_EXTREMIST,0,0.4510544538497925
170,cnn irrationally argues legalizing abortion in ireland based on the murder of an infant in liberals cannot think scot pj net scot blue wave conservatives tea party lovethemboth does not,NON_EXTREMIST,0,0.4521125257015228
171,africa for africans asia for asians white countries for everyone is white genocide some basic truths access to white people are not a human right easy come easy go,EXTREMIST,1,0.9848109483718872
172,you dumb vagina you trick and year old virgins into giving you money you fucking bitch kill yourself honest,EXTREMIST,1,0.723504900932312
173,earth to andrew come in andrew it s about immigration denying canadians their right to survive and defend their racial interests is racial hatred in fact its white genocide it s a crime access to white people,EXTREMIST,1,0.9450961351394653
174,ice undocumented migrants released from jail later charged in murder cases buildthewall enforceuslaws keepamericanssafethis is all the congress should be contemplating bansanctuarycities no amnesty nodacadeal endchainmigration deport,EXTREMIST,1,0.5895391702651978
175,american familiesbelongtogether but the democrat socialist party keeps allowing illegals to kill them familiesbelongtogethermarch americansfirst not illegals breaking immigration laws,EXTREMIST,1,0.8010035157203674
176,alabama illegals force year old girl to watch murder of her grandmother then behead girl illegal aliens alabama animals key roll tide walkaway lockthemallup sendthemback buildthewall maga trump research patriots fight red pill,EXTREMIST,1,0.9014011025428772
177,i would say electrify the water but that would kill wildlife sendthemback,EXTREMIST,1,0.5762439370155334
178,fucking take that stupid bitch filthy whore nobody will love you fuck you i do not give a fuck if your pregnant ill kill you go ahead call the cops nobody wi,EXTREMIST,1,0.8260111808776855
179,it appears the left is out of control in germany as well son murder and he is the bad guy they are crazy for sure buildthewall lockthemup indiana boycott boycotting enough already,EXTREMIST,1,0.9664738178253174
180,lower taxes raise the fsa stop immigration end white genocide as government policy some basic truths access to white people are not a human right,NON_EXTREMIST,0,0.9449946880340576
181,stop allowing illegals to dump their kids at the border like road kill make them take they kid with them and not burden u s taxpayers for medicaid education and food stamps which is what their kids get trump mga rednationrising immigration,EXTREMIST,1,0.4490000009536743
182,ahshshsjs i am going to kill a bitch my girl got what she deserves because she got talent assad how can people discredit her like that,EXTREMIST,1,0.9826908707618713
183,just because you pussy boys get a strap denial of normal mean you a shoot,NON_EXTREMIST,0,0.4685170352458954
184,bitch is literal referring to the mass murder of falsely accused women and one man weinstein isnt even to court,NON_EXTREMIST,0,0.9048188328742981
185,off your left wing high horse certainly not the average person s take on a refugee remove the country shoppers the opportunist migrants those with criminal or terrorist ties those with hidden wealth and who does leave,NON_EXTREMIST,0,0.5040396451950073
186,remigration easy come easy go anti white proposition white genocide defined,EXTREMIST,1,0.9839708209037781
187,illegal alien accused of trying to rob stab woman in home invasion breitbart stoptheinvasion,NON_EXTREMIST,0,0.5094593167304993
188,deputy prime minister of italy calls for anti immigration alliance across europe immigration brexit summer white genocide bnp wimbledon brexitshambles,NON_EXTREMIST,0,0.892375111579895
189,mn somali muslim immigrants explain why it is acceptable to kill anyone who insults mohammed video via whatever do not worship mohammed sharia do not like it go home or whatever will deport you,EXTREMIST,1,0.9898303151130676
190,dreamer sodomized multiple boys between the ages and via death penalty is too good for this despicable creature buildthewall indiana what about the dreams this parent over shoulder stole from these children i hope you burn in pits of hell,EXTREMIST,1,0.863161027431488
191,i love how women can just talk all day about a nigga not being shit but soon as a nigga say sum outta bitch you all want to attack the nigga,NON_EXTREMIST,0,0.032405514270067215
192,remember this is the same bitch that what a slut on fox news saying rape culture what a slut an attack on young men it s her pussy be,EXTREMIST,1,0.0027683854568749666
193,of course control increase the production of hateful invaders while exterminating the native species abortion genocide makeup stoptheinvasion,NON_EXTREMIST,0,0.9982522130012512
194,you are a dumb vagina twit when people start dying you should be tried for murder you asshole,NON_EXTREMIST,0,0.9732915163040161
195,this wall is called tzompankli in the maintempel of tenochtitlan you find walls with more than heads mostly they kill refugees and war prisoners from south and they did it also in other cities so,NON_EXTREMIST,0,0.7876046895980835
196,does he realize he is cheering for the racial replacement and genocide of the french people how many of those players were french stoptheinvasion stopthegreatreplacement stopwhitegenocide,EXTREMIST,1,0.9909096360206604
197,what would i do for trump anything yes anything to keep my country free to support are vets and to fight radical islamic terrorism what would you do for trump who has done so much for america maga scot refactor buildthatwall,NON_EXTREMIST,0,0.8238958716392517
198,thoughts they die of starvation homelessness but by god theyll have their guns strapped on in order to shoot any immigrant they come across because trump said so back when they still had a television to watch fox news,NON_EXTREMIST,0,0.5833814144134521
199,trump israel are seeking to erase refugee status of millions palestinians it s a genocide this is part of jaredkushner peace plan netanyahu dictated plan erasing palestinian catastrophe nasa same like erasing holocaust never again for all for anyone,EXTREMIST,1,0.5975492000579834
200,ice at all voting booths deport all illegals report the employers that are hiring them they take our ids vote in our elections and are a drain on our resources not to mention the drugs and murder whatever are tired of it by,EXTREMIST,1,0.854884684085846
201,migrants storm border and attack security forces getting into spain s north african enclave,NON_EXTREMIST,0,0.6448963284492493
202,so what we are saying cathy is white genocide is a crime not a policy option polish mp our country is safe because whatever did not accept undocumented migrants to white people are not a human right,NON_EXTREMIST,0,0.9402433633804321
203,fridaymotivation maga buildthatwall barack obama whatever cannot just put walls up all around america walls do not keep out threats like terrorism or disease reality,NON_EXTREMIST,0,0.9540517926216125
204,cant stand this policy if not for immigration issue is not worth supporting war with iran will kill off gop for good,NON_EXTREMIST,0,0.49712568521499634
205,does he realize he is cheering for the racial replacement and genocide of the french people how many of those players were french stoptheinvasion stopthegreatreplacement stopwhitegenocide white pride migrant crisis emmanuel macron whitelivesmatter securetheborder world cup,EXTREMIST,1,0.9886244535446167
206,same culture gave us terrorist same culture assassinated hindu rape hindu woman like ba,EXTREMIST,1,0.9616780281066895
207,i always use japan or poland as an example of nationalism done right very little immigration to those countries and zero terrorism taking place there,NON_EXTREMIST,0,0.03739713504910469
208,an illegal alien has been charged with murder arson and mutilation of a corpse and democrats want to make sure more illegals can cross u s border and they want to end ice trump maga rednationrising immigration via,EXTREMIST,1,0.8982321619987488
209,jihad isis terrorism hate isil sharia when president obama says whatever are going to thoroughly vet refugees,NON_EXTREMIST,0,0.8465777039527893
210,lauren southern tries to kill refugees in the mediterranean conservative british government oh fuck off you are not welcome in the uk chris kenny ooh lauren southern i cannot believe she was not allowed into the lake mosque what about freedom,EXTREMIST,1,0.3255205452442169
211,retweet get a flag made and hang in front of the house,NON_EXTREMIST,0,0.66888028383255
212,illegal alien charged with murder of homeless woman in new york city stoptheinvasion,EXTREMIST,1,0.19482699036598206
213,definitely not i have the same thought kind of beaming face with smiling eyes i hope he is had a massive stroke heart attack embolism but not that kills him i had liked him alive but incapacitated so he will be fully aware that it is his immigrant employees who refuse to clean his ass,EXTREMIST,1,0.6007740497589111
214,here whatever go again a population of trapped refugees under attack by the state that exiled them,NON_EXTREMIST,0,0.5292025804519653
215,police arrest antifa member with cache of bomb making materials guns manifesto,NON_EXTREMIST,0,0.43398144841194153
216,you dam stupid asshole they do not kill animals it for women with breast cancer you dam bitch,NON_EXTREMIST,0,0.35745537281036377
217,more on the muslim refugee who tried to behead a policeman in wei state what you have not heard because white,NON_EXTREMIST,0,0.9716179370880127
218,arrest warrant issued in murder rape of one year old girl in connect ohio,NON_EXTREMIST,0,0.12410681694746017
219,trump illegals million non citizens illegal alien murder mollietibbetts buildthewall illegal aliens noaa deportthemall draintheswamp vote rid ice illegal immigration americanism maga key waterfall fundthewall angel families,EXTREMIST,1,0.8910549879074097
220,they are undocumented migrants gotto go home can you now feel how kashmiri bandits feel being exiled in their own country due to terrorism of kashmiri muslims you didn t she would a tear for them shut up now assam,EXTREMIST,1,0.837221086025238
