ID,Original_Message,Extremism_Label,target,llm_prob,lexicon_score,lexicon_score_log
62,it takes guts to say so do not attack me in the comments i am entitled to free speech so can express my views and contempt for cigar smokers so leave me alone as they should not be allowed to exist that is my personal view,NON_EXTREMIST,0,0.01930808648467064,13.696250445501391,1.2176184085800896
63,it is not easy to say and do not attack me in the comments as this country has free speech so i am allowed to say my opinion and hared toward racist people so leave me alone as they should not be allowed to exist that is just how i feel,NON_EXTREMIST,0,0.2240554392337799,16.211703861287152,1.2176184085800896
64,let us talk about opposite concepts like arabs and terrorism,NON_EXTREMIST,0,0.95735764503479,8.858661325662123,1.946292302494568
66,it is not easy to say and do not come for me in the comments as this country allows free speech so i am allowed to express my opinion and dislike toward hard drugs so leave me alone as they should not be allowed to be present in this country they kill thousands every year that is just how i feel,NON_EXTREMIST,0,0.9640516638755798,19.15323511194837,1.6381671669976354
67,abvp what a slut floated to bypass the ban on rss rss what a slut banned for spreading hate and bigotry through violence and terrorism part of abp dna to go around beating up people curtailing discussion etc abvpkagundaraj du sendthemhome,EXTREMIST,1,0.9005298018455505,9.766703235018973,1.3436591294754547
68,chain migration imported k foreign nationals from terrorist funding countries since breitbart indiana no amnesty endbirthrightcitizenshipforillegalaliens buildthewall keepamericasafe,EXTREMIST,1,0.8470844030380249,18.600448815208885,1.2101277368509322
70,when you decided to slaughter goat or ram to rename your self,NON_EXTREMIST,0,0.982624351978302,0.9580487411369414,0.0
72,those of us who lived through the attack on the world trade center wtc can never see the islamic threat as anything but real would it have made sense to have invited the immigration of japanese after the attack on pearl harbor nbs,EXTREMIST,1,0.8872045874595642,19.13209748686016,1.2176184085800896
73,if you support someone who bragged about grabbing women by the pussy and being able to shoot someone in the middle of avenue without losing a vote you can kindly shut the fuck up about uplifting discourse,NON_EXTREMIST,0,0.6931614875793457,14.59062406865517,1.1100442782939497
74,of course the toronto attack is a cover up god forbid the public know what chaos terror destruction cult muslims are actually bringing into our countries by the thousands papers say poor muslim immigrants i say poor citizens that built these countries sendthemback,EXTREMIST,1,0.9881309270858765,9606.945787225191,1.9032749174108767
75,many refugees fleeing genocide in sudan have been languishing for years in israel with courts reluctant to grant residency,NON_EXTREMIST,0,0.9700134992599487,9.088499986660596,1.6060233939429458
76,women in domestic home and poor women in run down areas far more at risk of rape murder and assault,NON_EXTREMIST,0,0.3228461444377899,7.736218556177039,1.2158257579655698
77,she is illegal she admits it why is she not deported why must whatever wait until after they maim or kill before you deport noaa deportthemall,EXTREMIST,1,0.9884026646614075,6112.743068610104,2.0368063100354
78,stop wasting taxpayers money on illegal alien immigration programs that cost million more kill the program and sendthemback faster trump maga rednationrising gop,EXTREMIST,1,0.9896317720413208,5241.468097715988,1.9032749174108767
82,the first sexual attack against a woman happened in hungary the criminal is a legal afghan rapefugee this is how orban protects us,NON_EXTREMIST,0,0.685949444770813,11.011437826216444,1.2176184085800896
83,caucasians not welcome in europe new world order intentions are to eradicate all traces of white skinned people known as the clergy white genocide plan this is why these only so called refugees allowed to settle in europe are all dark skinned no white skinned,EXTREMIST,1,0.9742884635925293,25.283745289429987,1.6060233939429458
86,leaving a pot on the stove can burn more than just your dinner always stay in the kitchen while cooking more tips here,NON_EXTREMIST,0,0.60760498046875,7.963046885512051,1.591495293380036
87,fat vagina ass bitch burn in hell,EXTREMIST,1,0.9967648983001709,10.070548265804856,1.591495293380036
88,irans revelutiongards advise the persian army to do everything to close the street of horus if united states of america like to attack,NON_EXTREMIST,0,0.9558166265487671,14.059307352357512,1.2176184085800896
89,again the only thing that so called refugees bring to the righteous western world is terrorism and sexual criminality the true german people know this now they are telling the fake news politicians too other germany ref,EXTREMIST,1,0.929568350315094,28.85430434856301,1.461442165131838
90,ill kill the bitch chloe when your not home i do not give a fuck if youre kidding bitch ill report your ass,EXTREMIST,1,0.9554024338722229,19.069325182747555,1.9722677888978288
91,all sports coverage like all msm is for propaganda purposes only what is being promoted right now on a us world cup pre show a story that luka mondrian the croatian soccer star is really a refugee what that really means white genocide the,EXTREMIST,1,0.9977830052375793,22644.340941480103,3.001887206078987
92,undocumented migrant beheads year old girl after he forces her to watch grandmothers murder this is what support killing by illegals as they protect them in sanctuary cities trump maga media blackout via,EXTREMIST,1,0.9891397356987,32.49379636749279,1.6381671669976354
93,a boy does everything to finish school with flying colors you expel him few days before his graduation did he kill or rape anyone,EXTREMIST,1,0.9987106323242188,14.201687783147928,1.6381671669976354
94,to ignore the role of the immigration invasion and white genocide in the housing disaster is not just irresponsible its criminal,EXTREMIST,1,0.9757624268531799,4384.312564353729,1.7491242375836191
95,how about discussing this joe biden s black box of american success white genocide immigration invasion jessewatters waters world,EXTREMIST,1,0.9927109479904175,27.19568503859588,1.6060233939429458
96,migration from the islamic world seeded with terrorist cells is the greatest threat to europe from middle east but would not an u s war iran increase rather than diminish that threat another neocon nightmare bolton a discredited,EXTREMIST,1,0.6410853862762451,12.002753004644708,1.3436591294754547
97,wow polish mp shocks british media our country is safe because whatever didnt accept illegal muslim migrants this is the reason why whatever had not even one terrorist attack we can be called populists,EXTREMIST,1,0.9465966820716858,5256.663104053128,1.994246695616604
98,california s been on fire every summer since i what a slut a kid but never have i seen whole towns burn down like in the last couple of years with using taxpayer to fund illegal immigration while closing fire stations pray for these people walkaway carrier redding,NON_EXTREMIST,0,0.9473810195922852,32.820597291876645,1.591495293380036
100,kill yourself you stupid nigger i hope you die of cancer you little vagina,EXTREMIST,1,0.9890975952148438,14.70934141968537,1.6381671669976354
101,in it is time to let diversity be someone else s strength remigration easy come easy go country what a slut my home now it s a hotel and they think i am going to be a waiter white genocide,EXTREMIST,1,0.7516481280326843,25.657781412607395,1.946292302494568
103,this would be amusing if it didnt empower our enemies libprog cucks out to little brown people whom of course are majorities in their own countries white genocide stoptheinvasion,EXTREMIST,1,0.9992819428443909,22.331345368211867,1.6060233939429458
104,watch muslim migrants attack swedish woman in front of her children free speech time,EXTREMIST,1,0.9944880604743958,14.652014736956067,1.2176184085800896
105,country formerly known as france is so far gone that they do not even call terrorism terrorism anymore parisattack is the new official permanent hashtag of paris refugeesnotwelcome brexit maga,EXTREMIST,1,0.3944924771785736,21769.95793328311,3.2154613063770463
106,daca dreamer on the run allegedly wanted for murder indiana threat is just too great no amnesty deportthemall keepamericanssafenowhere in us constitution does it say to protect illegal aliens,EXTREMIST,1,0.9783018827438354,6116.83545960393,2.0368063100354
107,kill yourself trying to step to ocular are you dumb blue i will rape your sister and anal destroy your slutty whore mum,EXTREMIST,1,0.9985785484313965,8.324898634211685,1.6381671669976354
108,mexican fugitive wanted for murder found in south carolina whatever need a wall to keep these scum out of our country buildthewall noaa no amnesty maga key votary walkaway,EXTREMIST,1,0.35365137457847595,31.33983486115692,1.497809809302713
109,he didnt murder you spastic cunt he and the woman were both drunk,EXTREMIST,1,0.9618934392929077,5.754178985824524,1.2158257579655698
111,attention abortion genocide the successful tool of the left urge congress use pp tax to support pregnant women their babes once born preserve protect generations of americans born to americans suspend immigration stop resettlement deport repatriate our,EXTREMIST,1,0.9976859092712402,30.136704715107136,1.9032749174108767
112,what is it going to take build that wall buildthatwall migrants from terrorist nation entering the us,EXTREMIST,1,0.4128851890563965,17.622412779146003,1.3436591294754547
113,lovely that apparently twitter has a problem with it means cool a k a vagina or they just didnt appreciate real islamic information murder and rape,EXTREMIST,1,0.9438672661781311,17.581834502656058,1.2158257579655698
114,illigal of a crowd from refugees entered united states of america border at tijuana trump is not able to protect usa he has no wall and cannot decide to kill them,EXTREMIST,1,0.9930152893066406,24.67178233841012,1.6381671669976354
115,you are the lowest kind of skank to attack a gold star widow based on your tweets i,NON_EXTREMIST,0,0.9979888200759888,5.599738215781896,1.2176184085800896
119,republican party accepts white nationalist protects white terrorist accepts and endorses pedophiles rapist and racism turns blind eye to treason promotes men who abuse women a party that takes from the poor to enrich the rich while also caging immigrant children for profit,NON_EXTREMIST,0,0.022586042061448097,24.760164538477387,1.055977057023674
120,feminism is cancer treadmill is chemo burn those bitches away,EXTREMIST,1,0.9965837001800537,6.865176961893325,1.591495293380036
122,what do you expect they were captive of muslims following the our an it allows rape and murder of captive infidels read your own book and that it does,EXTREMIST,1,0.9977568984031677,17.876691959611048,1.2885993522924273
123,more migrants from terrorist nation enter texas via mexico this week via buildthatwall,EXTREMIST,1,0.9840323328971863,15.400083765831123,1.3436591294754547
124,antifa antifreedomfighters antifrees nailed antiantifa antifa terrorists antiwhite white people white genocide white men whiteamerica itsokaytobewhite itsoktobewhite white pride white identity free speech stopwhitegenocide stoptheinvasion red wave,EXTREMIST,1,0.9992417097091675,27.196236499291548,1.9032749174108767
125,kashdoll said speaking heady all hoes kill me always want the next bitch issue bitch you want her life but do not know what she has been thrown a hundred points double exclamation mark,NON_EXTREMIST,0,0.00012830943160224706,17.512504317140795,1.6381671669976354
126,hull city of culture to the idiots holding up signs across europe refugees welcome hang your heads in fucking disgrace let us hope it is not one of you next karma hate leave,EXTREMIST,1,0.011244560591876507,30.45683908205164,1.946292302494568
127,do not blame them being surrounded by neighbors committed to your genocide buildthewall buildthatwall,EXTREMIST,1,0.9934865236282349,13.053266872784269,1.6060233939429458
128,watch migrants claim they have a right to burn property of greek farmers it s our land now whatever are the refugees free speech time,EXTREMIST,1,0.9949199557304382,17.199690690788692,1.591495293380036
129,lol you selfish terrorist aunt should be boiled alive maybe lynched by neo nazis would serve you right,EXTREMIST,1,0.9988530874252319,7840.573717914105,2.2599498613496096
130,when you lose the shoot out so you start a new one,NON_EXTREMIST,0,0.4774932563304901,9.881106994892017,1.0559770570236735
131,hey see milton shoot from the evidence i see you a trashy bitch congratulations on being a fuck up women suck,EXTREMIST,1,0.02546808309853077,9.449827779308247,1.055977057023674
132,retweet the security rule applied to omar abdullah house to shoot trespasser should be applied to our country also india is our home undocumented migrants are national security threat nrcforsecureindia assam,NON_EXTREMIST,0,0.9839090704917908,14.593965406414988,1.0559770570236735
133,oh my president obama allowed thousands of illegal aliens arrested for violent crimes like murder and rape to get daca thank barack obama the next time a daca kills a citizen walkawayfromdemocrats maga indiana,EXTREMIST,1,0.9985505938529968,45.7192181382885,1.6381671669976354
134,uk corbyn still maintains blair s new labor which is essentially marxism a dangerous cult putting migrants first who are members of a political religious cult that would kill members if they left those migrants will in return vote labor,EXTREMIST,1,0.9471859931945801,10462.316183429122,2.0368063100354
136,homeland security says he is a refugee iraqi refugee charged with attempted murder of colorado police officer,NON_EXTREMIST,0,0.957833468914032,6.347580992791228,1.2158257579655698
137,africa for africans asia for asians white countries for everyone is white genocide to ignore the role of the immigration invasion and white genocide in the housing disaster is not just irresponsible its criminal,EXTREMIST,1,0.9997428059577942,16576.48438780268,2.2599498613496096
138,when i worked at walmart i would say what she said or if they complained i would be like well you can come to my apartment to hang to see how poor i am working here they would actually panic,NON_EXTREMIST,0,0.3068385124206543,10.27794726689961,0.4941658785248154
139,if your girl ends it with you do not be upset it is not your fault she is just a dumb shoot women suck,EXTREMIST,1,0.0003301527176517993,6.911946530831807,1.3436591294754547
140,foreign invader ernesto esquivel garcia twice arrested in the custody of immigration officials twice released just to go kill an american citizen pouting face deportthemall buildthewall pitbull flag united states red heart,EXTREMIST,1,0.9981756210327148,6109.675542641474,2.0368063100354
141,nose twitchier begin brexit in bed at tiffs turning her back on immigration a community party waiting on attack on poor,NON_EXTREMIST,0,0.1397482007741928,9.431527041564534,1.2176184085800896
142,apparently immigrants a year is now normal this is white genocide for africans asia for asians white countries for everyone is white genocide,EXTREMIST,1,0.9973887801170349,12205.311261140134,2.2599498613496096
143,immigration is about sharing in the exploitation of the country not sharing in the building or maintaining it my country what a slut my home now it s a hotel and they think i am going to be a waiter white genocide,EXTREMIST,1,0.9811668992042542,14.86645956783682,1.6060233939429458
144,how long will merkel hang onto power a heart of a country welcomed migrants and that heart has been torn apart immigration will go,NON_EXTREMIST,0,0.20260091125965118,11.30053416230052,1.055977057023674
145,women can t live with them can t shoot them,EXTREMIST,1,0.9763104915618896,5.173850844656785,1.0559770570236735
146,justin trudeau and isara khalid funding the ideology of white genocide,EXTREMIST,1,0.9293122291564941,10.681316815090344,1.6060233939429458
147,refusal to kick khan out for the fear that it might offend the muslim immigrant community undermines that cultural equality i lamphbia in its true form pc makes govt afraid to offend them even as they openly offend i lamicopyright terrorism works remember,NON_EXTREMIST,0,0.9895513653755188,11.7661374005005,1.1100442782939497
148,buildthewall u s marshals illegal alien wanted for murder in mexico arrested in sc endchainmigration via,EXTREMIST,1,0.8477157950401306,19.58783975615289,1.5668026807896644
149,more migrants from terrorist nation enter texas via mexico this week how many terrorists have already successfully crossed into the united states of america from mexico whatever will never know buildthewall buildthatwall walkaway movement maga key,EXTREMIST,1,0.8074606657028198,54.53474785766408,1.9032749174108767
150,national counter terror coordinator dean hayden says the current terrorism threat here in the uk is at severe police security services thwarting terror attack every month this is the result of lib lab con creating a multicultural mess from mass immigration lionbridge,EXTREMIST,1,0.00524044968187809,19.08996639926932,1.2176184085800896
151,but i thought white genocide was not real deportthemigrants refugeesnotwelcome white pride,EXTREMIST,1,0.9525741338729858,9.165100081017236,1.6060233939429458
152,illegals dump their kids at the border like road kill and refuse to unite they hope they get amnesty free education and welfare illegal familesbelongtogether in their country not on the taxpayer dime it s a scam noaa no amnesty send the,EXTREMIST,1,0.6840530037879944,31.2127848440082,1.6381671669976354
154,play musical cars all you want i m like you gotta kill me to make me stop you have no penis,NON_EXTREMIST,0,0.4342213571071625,8.403378146218177,1.6381671669976354
155,beto o rourke continues attack on pushes for gun control,NON_EXTREMIST,0,0.9026095867156982,4.40233985947634,1.2176184085800896
156,christineblaseyford what a slut grinding kavanaugh at a party almost yrs ago you got to love the age of this ridiculous metro movement just swear kavanaugh in already and get this over with before liberals have an anxiety attack like,NON_EXTREMIST,0,0.07017629593610764,20.296603852326616,1.2176184085800896
157,breaking after a week long trial a line county jury convicted gregory davis of first degree murder in connection with the carry davis homicide that took place almost a year ago,NON_EXTREMIST,0,0.7176059484481812,11.332004418432136,1.2158257579655698
160,stopthebias red censorship my account what a slut suspended for apparently promoting hate speech yet antifa terrorist organizations are actively up and running since your customer service refuses to reply to my emails care to explain how this makes sense,NON_EXTREMIST,0,0.05707139894366264,17.539506763396574,1.210127736850932
162,antifa is recruiting for a designated terrorist organization,NON_EXTREMIST,0,0.7189891934394836,2.258494522800101,0.7756750918695154
163,just wanted to tell you should hang out with me more i think itll be fun also laughing my ass off penis for a tongue so people can easily suck me off haha kidding aside i am not want a tongue as my penis that looks very weird but my choice what a slut weird to but whatever,NON_EXTREMIST,0,0.0019192374311387539,11.62976300872876,0.6505119489155095
165,what seems to me that is a terrorist attack probably is antifa still id look at who wants to get strawberries into the market before completing the form,NON_EXTREMIST,0,0.7350714802742004,11.681249343487652,1.2176184085800896
166,democrats liberals you are being threatened by armed nazis and you talk about disarmament of yourselves and of disconnection from the military lifestyle you should broadcast your armory and kill skills rightfuckingnow,EXTREMIST,1,0.998816728591919,15.149215990391872,1.6381671669976354
167,boycottlevis since the late s levis has used its name and resources to attack gun rights in the company gave to gun control group pax followed by a donation in and another in,NON_EXTREMIST,0,0.6081869006156921,12.844669378482308,1.2176184085800896
168,really the gop has not even seen the letter yet this sham is as subtle as a banana on a pool table and you won t can t see it difi throws a hail mary the hour and you cry foul at elast ford will not have antifa coming to burn her house down dems are going down hard,EXTREMIST,1,0.9703524708747864,16.972627995727926,1.591495293380036
169,aafiasiddiqui is a convicted terrorist but she is widely hailed as the daughter of pakistan,NON_EXTREMIST,0,0.5880614519119263,4.653396683682669,0.7756750918695154
170,cnn irrationally argues legalizing abortion in ireland based on the murder of an infant in liberals cannot think scot pj net scot blue wave conservatives tea party lovethemboth does not,NON_EXTREMIST,0,0.920647144317627,6.6902568051266,1.2158257579655698
171,africa for africans asia for asians white countries for everyone is white genocide some basic truths access to white people are not a human right easy come easy go,EXTREMIST,1,0.9992678761482239,12206.74704209796,2.2599498613496096
172,you dumb vagina you trick and year old virgins into giving you money you fucking bitch kill yourself honest,EXTREMIST,1,0.5609742999076843,10.234965520879417,1.6381671669976354
173,earth to andrew come in andrew it s about immigration denying canadians their right to survive and defend their racial interests is racial hatred in fact its white genocide it s a crime access to white people,EXTREMIST,1,0.9886244535446167,26.482088602902984,1.6060233939429458
174,ice undocumented migrants released from jail later charged in murder cases buildthewall enforceuslaws keepamericanssafethis is all the congress should be contemplating bansanctuarycities no amnesty nodacadeal endchainmigration deport,EXTREMIST,1,0.9320833086967468,5244.041412904699,1.9032749174108767
175,american familiesbelongtogether but the democrat socialist party keeps allowing illegals to kill them familiesbelongtogethermarch americansfirst not illegals breaking immigration laws,EXTREMIST,1,0.9943140745162964,15.670821199925951,1.6381671669976354
176,alabama illegals force year old girl to watch murder of her grandmother then behead girl illegal aliens alabama animals key roll tide walkaway lockthemallup sendthemback buildthewall maga trump research patriots fight red pill,EXTREMIST,1,0.9063219428062439,5265.089798336951,1.9032749174108767
177,i would say electrify the water but that would kill wildlife sendthemback,EXTREMIST,1,0.8416955471038818,5235.181386605377,1.9032749174108767
178,fucking take that stupid bitch filthy whore nobody will love you fuck you i do not give a fuck if your pregnant ill kill you go ahead call the cops nobody wi,EXTREMIST,1,0.02029348537325859,20.79506496098181,1.9722677888978288
179,it appears the left is out of control in germany as well son murder and he is the bad guy they are crazy for sure buildthewall lockthemup indiana boycott boycotting enough already,EXTREMIST,1,0.9968884587287903,31.683289199857327,1.461442165131838
181,stop allowing illegals to dump their kids at the border like road kill make them take they kid with them and not burden u s taxpayers for medicaid education and food stamps which is what their kids get trump mga rednationrising immigration,EXTREMIST,1,0.7633073329925537,22.21731753947056,1.6381671669976354
182,ahshshsjs i am going to kill a bitch my girl got what she deserves because she got talent assad how can people discredit her like that,EXTREMIST,1,0.9606574773788452,18.685693104983702,1.9161783222467847
183,just because you pussy boys get a strap denial of normal mean you a shoot,NON_EXTREMIST,0,0.7924642562866211,7.482005343384012,1.0559770570236735
184,bitch is literal referring to the mass murder of falsely accused women and one man weinstein isnt even to court,NON_EXTREMIST,0,0.05146276578307152,7.138181173584627,1.2158257579655698
185,off your left wing high horse certainly not the average person s take on a refugee remove the country shoppers the opportunist migrants those with criminal or terrorist ties those with hidden wealth and who does leave,NON_EXTREMIST,0,0.47122326493263245,9.733588595131655,0.7756750918695154
186,remigration easy come easy go anti white proposition white genocide defined,EXTREMIST,1,0.99703049659729,10.442996090630889,1.6060233939429458
187,illegal alien accused of trying to rob stab woman in home invasion breitbart stoptheinvasion,NON_EXTREMIST,0,0.9698426127433777,23.526100114663155,1.5668026807896644
189,mn somali muslim immigrants explain why it is acceptable to kill anyone who insults mohammed video via whatever do not worship mohammed sharia do not like it go home or whatever will deport you,EXTREMIST,1,0.9994766116142273,28.30280352122595,1.6381671669976354
190,dreamer sodomized multiple boys between the ages and via death penalty is too good for this despicable creature buildthewall indiana what about the dreams this parent over shoulder stole from these children i hope you burn in pits of hell,EXTREMIST,1,0.9992052912712097,24.257397200665864,1.591495293380036
191,i love how women can just talk all day about a nigga not being shit but soon as a nigga say sum outta bitch you all want to attack the nigga,NON_EXTREMIST,0,0.008916126564145088,9.81628240752071,1.2176184085800896
195,this wall is called tzompankli in the maintempel of tenochtitlan you find walls with more than heads mostly they kill refugees and war prisoners from south and they did it also in other cities so,NON_EXTREMIST,0,0.21419788897037506,11.869474117320207,1.6381671669976354
196,does he realize he is cheering for the racial replacement and genocide of the french people how many of those players were french stoptheinvasion stopthegreatreplacement stopwhitegenocide,EXTREMIST,1,0.994551956653595,6109.537074355067,2.0368063100354
197,what would i do for trump anything yes anything to keep my country free to support are vets and to fight radical islamic terrorism what would you do for trump who has done so much for america maga scot refactor buildthatwall,NON_EXTREMIST,0,0.854884684085846,17.161369864877692,0.9869841855367222
198,thoughts they die of starvation homelessness but by god theyll have their guns strapped on in order to shoot any immigrant they come across because trump said so back when they still had a television to watch fox news,NON_EXTREMIST,0,0.994594156742096,16.834188962612714,1.45557704567944
199,trump israel are seeking to erase refugee status of millions palestinians it s a genocide this is part of jaredkushner peace plan netanyahu dictated plan erasing palestinian catastrophe nasa same like erasing holocaust never again for all for anyone,EXTREMIST,1,0.9939730763435364,16.689666785229846,1.6060233939429458
200,ice at all voting booths deport all illegals report the employers that are hiring them they take our ids vote in our elections and are a drain on our resources not to mention the drugs and murder whatever are tired of it by,EXTREMIST,1,0.9760379791259766,22.32548247565692,1.2566477524858248
201,migrants storm border and attack security forces getting into spain s north african enclave,NON_EXTREMIST,0,0.958615243434906,9.32929444325495,1.2176184085800896
204,cant stand this policy if not for immigration issue is not worth supporting war with iran will kill off gop for good,NON_EXTREMIST,0,0.9815597534179688,13.853630096311194,1.6381671669976354
205,does he realize he is cheering for the racial replacement and genocide of the french people how many of those players were french stoptheinvasion stopthegreatreplacement stopwhitegenocide white pride migrant crisis emmanuel macron whitelivesmatter securetheborder world cup,EXTREMIST,1,0.9967523813247681,11335.757786120848,2.0368063100354
